de [mm],g [mm],Nn [],Nc [],Force1.Force_y [kNewton]
15,1,18,16,-29.49084265
15,1,18,18,-32.28140427
15,1,18,20,-34.4227424
15,1,18,22,-35.93729982
15,1,18,24,-37.17105768
15,1,18,26,-38.11945308
15,1,18,28,-38.99940846
15,0.3,19,14,-45.9378785
15,0.3,19,16,-47.08138423
15,0.3,19,18,-47.97130675
15,0.3,19,20,-48.75953208
15,0.3,19,22,-49.49231638
15,0.3,19,24,-50.1337739
15,0.3,19,26,-50.68739294
15,0.3,19,28,-51.21907593
15,0.4,19,14,-43.5957157
15,0.4,19,16,-44.84980318
15,0.4,19,18,-45.89780334
15,0.4,19,20,-46.80817512
15,0.4,19,22,-47.57866585
15,0.4,19,24,-48.31985304
15,0.4,19,26,-48.88113482
15,0.4,19,28,-49.46863752
15,0.5,19,14,-41.21321304
15,0.5,19,16,-42.64787997
15,0.5,19,18,-43.82257876
15,0.5,19,20,-44.85645342
15,0.5,19,22,-45.69413916
15,0.5,19,24,-46.52104333
15,0.5,19,26,-47.15797164
15,0.5,19,28,-47.82464847
15,0.6,19,14,-38.74469614
15,0.6,19,16,-40.46169269
15,0.6,19,18,-41.79016282
15,0.6,19,20,-42.95854063
15,0.6,19,22,-43.83504223
15,0.6,19,24,-44.73790356
15,0.6,19,26,-45.43113062
15,0.6,19,28,-46.21394146
15,0.7,19,14,-36.15008659
15,0.7,19,16,-38.31796903
15,0.7,19,18,-39.80452415
15,0.7,19,20,-41.06943576
15,0.7,19,22,-42.12015048
15,0.7,19,24,-42.99877435
15,0.7,19,26,-43.78463796
15,0.7,19,28,-44.52088162
15,0.8,19,14,-33.23559013
15,0.8,19,16,-36.0207326
15,0.8,19,18,-37.81600779
15,0.8,19,20,-39.28903327
15,0.8,19,22,-40.3453202
15,0.8,19,24,-41.33204167
15,0.8,19,26,-42.16752107
15,0.8,19,28,-42.90353644
15,0.9,19,14,-30.36148454
15,0.9,19,16,-33.54589306
15,0.9,19,18,-35.78459626
15,0.9,19,20,-37.4087923
15,0.9,19,22,-38.66666637
15,0.9,19,24,-39.68560372
15,0.9,19,26,-40.59478932
15,0.9,19,28,-41.37420691
15,1,19,14,-27.53295408
15,1,19,16,-31.03548092
15,1,19,18,-33.62733745
15,1,19,20,-35.57119037
15,1,19,22,-36.97995316
15,1,19,24,-38.07924186
15,1,19,26,-39.063066
15,1,19,28,-39.95011955
15,0.3,20,14,-46.580519
15,0.3,20,16,-47.68634689
15,0.3,20,18,-48.55456864
15,0.3,20,20,-49.40506925
15,0.3,20,22,-50.09784753
15,0.3,20,24,-50.75661613
15,0.3,20,26,-51.33668625
15,0.3,20,28,-51.82489866
15,0.4,20,14,-44.3048837
15,0.4,20,16,-45.51391918
15,0.4,20,18,-46.56643814
15,0.4,20,20,-47.51087577
15,0.4,20,22,-48.22613805
15,0.4,20,24,-48.99393979
15,0.4,20,26,-49.6208395
15,0.4,20,28,-50.14877407
15,0.5,20,14,-42.00701937
15,0.5,20,16,-43.38019593
15,0.5,20,18,-44.55272452
15,0.5,20,20,-45.58756984
15,0.5,20,22,-46.41791679
15,0.5,20,24,-47.23820699
15,0.5,20,26,-47.89649008
15,0.5,20,28,-48.50298327
15,0.6,20,14,-39.71547627
15,0.6,20,16,-41.26977072
15,0.6,20,18,-42.561684
15,0.6,20,20,-43.69607296
15,0.6,20,22,-44.60287071
15,0.6,20,24,-45.50949622
15,0.6,20,26,-46.20615069
15,0.6,20,28,-46.95410931
15,0.7,20,14,-37.25695698
15,0.7,20,16,-39.27383939
15,0.7,20,18,-40.66220686
15,0.7,20,20,-41.85523414
15,0.7,20,22,-42.90136501
15,0.7,20,24,-43.81335539
15,0.7,20,26,-44.58141123
15,0.7,20,28,-45.35126406
15,0.8,20,14,-34.60265728
15,0.8,20,16,-37.09506065
15,0.8,20,18,-38.72618357
15,0.8,20,20,-40.03677312
15,0.8,20,22,-41.18624964
15,0.8,20,24,-42.15634779
15,0.8,20,26,-43.02589008
15,0.8,20,28,-43.77199105
15,0.9,20,14,-31.80512712
15,0.9,20,16,-34.84645107
15,0.9,20,18,-36.81794939
15,0.9,20,20,-38.28526985
15,0.9,20,22,-39.52797061
15,0.9,20,24,-40.52327956
15,0.9,20,26,-41.46120978
15,0.9,20,28,-42.24516046
15,1,20,14,-29.07723073
15,1,20,16,-32.48084485
15,1,20,18,-34.91752083
15,1,20,20,-36.57086052
15,1,20,22,-37.90184143
15,1,20,24,-38.96742765
15,1,20,26,-39.96972694
15,1,20,28,-40.80259539
15,0.3,21,14,-47.15460405
15,0.3,21,16,-48.25588111
15,0.3,21,18,-49.17343009
15,0.3,21,20,-49.99231448
15,0.3,21,22,-50.72588521
15,0.3,21,24,-51.35877783
15,0.3,21,26,-51.96607054
15,0.3,21,28,-52.48748605
15,0.4,21,14,-44.92476832
15,0.4,21,16,-46.18185461
15,0.4,21,18,-47.20411152
15,0.4,21,20,-48.15345069
15,0.4,21,22,-48.8531791
15,0.4,21,24,-49.58327639
15,0.4,21,26,-50.27509349
15,0.4,21,28,-50.82450064
15,0.5,21,14,-42.68419205
15,0.5,21,16,-44.0535203
15,0.5,21,18,-45.27891853
15,0.5,21,20,-46.23585656
15,0.5,21,22,-47.13257325
15,0.5,21,24,-47.89634821
15,0.5,21,26,-48.59524047
15,0.5,21,28,-49.19160944
15,0.6,21,14,-40.49106142
15,0.6,21,16,-42.03378352
15,0.6,21,18,-43.3086853
15,0.6,21,20,-44.36473603
15,0.6,21,22,-45.31774333
15,0.6,21,24,-46.18397112
15,0.6,21,26,-46.9915956
15,0.6,21,28,-47.58208544
15,0.7,21,14,-38.26034751
15,0.7,21,16,-40.02749497
15,0.7,21,18,-41.45322133
15,0.7,21,20,-42.6118109
15,0.7,21,22,-43.62812346
15,0.7,21,24,-44.53672798
15,0.7,21,26,-45.3934461
15,0.7,21,28,-46.13330464
15,0.8,21,14,-35.81718041
15,0.8,21,16,-38.0444678
15,0.8,21,18,-39.56367715
15,0.8,21,20,-40.8520204
15,0.8,21,22,-41.98903087
15,0.8,21,24,-42.91165758
15,0.8,21,26,-43.80788214
15,0.8,21,28,-44.58003044
15,0.9,21,14,-33.18852519
15,0.9,21,16,-35.95017253
15,0.9,21,18,-37.7575966
15,0.9,21,20,-39.13867691
15,0.9,21,22,-40.3247682
15,0.9,21,24,-41.32629363
15,0.9,21,26,-42.26404996
15,0.9,21,28,-43.06319254
15,1,21,14,-30.50210641
15,1,21,16,-33.7686685
15,1,21,18,-36.00550584
15,1,21,20,-37.50422632
15,1,21,22,-38.7346528
15,1,21,24,-39.79340648
15,1,21,26,-40.75595348
15,1,21,28,-41.64310902
19,0.3,14,14,-53.12168815
19,0.3,14,16,-54.81803642
19,0.3,14,18,-56.1205481
19,0.3,14,20,-57.16817968
19,0.3,14,22,-58.02249551
19,0.3,14,24,-58.81751855
19,0.3,14,26,-59.53780875
19,0.3,14,28,-60.16476251
19,0.4,14,14,-49.17992424
19,0.4,14,16,-51.48233039
19,0.4,14,18,-53.15815721
19,0.4,14,20,-54.43936943
19,0.4,14,22,-55.50589303
19,0.4,14,24,-56.35992216
19,0.4,14,26,-57.19066064
19,0.4,14,28,-57.87740298
19,0.5,14,14,-44.85206949
19,0.5,14,16,-47.82947127
19,0.5,14,18,-50.0777746
19,0.5,14,20,-51.66082383
19,0.5,14,22,-52.93012055
19,0.5,14,24,-54.01384454
19,0.5,14,26,-54.92148659
19,0.5,14,28,-55.72170242
19,0.6,14,14,-40.41412938
19,0.6,14,16,-43.88108015
19,0.6,14,18,-46.65752595
19,0.6,14,20,-48.73508887
19,0.6,14,22,-50.33434711
19,0.6,14,24,-51.59655311
19,0.6,14,26,-52.59105665
19,0.6,14,28,-53.50273661
19,0.7,14,14,-35.71725053
19,0.7,14,16,-39.91605027
19,0.7,14,18,-43.03577921
19,0.7,14,20,-45.60356488
19,0.7,14,22,-47.60285368
19,0.7,14,24,-49.13945098
19,0.7,14,26,-50.33045485
19,0.7,14,28,-51.37946673
19,0.8,14,14,-30.93838643
19,0.8,14,16,-35.76068307
19,0.8,14,18,-39.45372313
19,0.8,14,20,-42.29085088
19,0.8,14,22,-44.66484633
19,0.8,14,24,-46.53659523
19,0.8,14,26,-48.00992166
19,0.8,14,28,-49.2231952
19,0.9,14,14,-26.28876826
19,0.9,14,16,-31.5188834
19,0.9,14,18,-35.79535137
19,0.9,14,20,-39.03898057
19,0.9,14,22,-41.61330682
19,0.9,14,24,-43.80620446
19,0.9,14,26,-45.62004147
19,0.9,14,28,-47.02359736
19,1,14,14,-22.0251837
19,1,14,16,-27.50095511
19,1,14,18,-31.98065411
19,1,14,20,-35.74518125
19,1,14,22,-38.62886153
19,1,14,24,-41.00370754
19,1,14,26,-43.05221784
19,1,14,28,-44.74050228
19,0.3,15,14,-54.37133223
19,0.3,15,16,-55.92672747
19,0.3,15,18,-57.16458956
19,0.3,15,20,-58.20672845
19,0.3,15,22,-59.07047276
19,0.3,15,24,-59.85102452
19,0.3,15,26,-60.50194034
19,0.3,15,28,-61.1494592
19,0.4,15,14,-50.7701631
19,0.4,15,16,-52.82681061
19,0.4,15,18,-54.39219927
19,0.4,15,20,-55.58900459
19,0.4,15,22,-56.59376233
19,0.4,15,24,-57.48103342
19,0.4,15,26,-58.29454498
19,0.4,15,28,-58.91933734
19,0.5,15,14,-46.80363007
19,0.5,15,16,-49.5200715
19,0.5,15,18,-51.53854351
19,0.5,15,20,-52.99900856
19,0.5,15,22,-54.18872635
19,0.5,15,24,-55.23361206
19,0.5,15,26,-56.03889134
19,0.5,15,28,-56.85696378
19,0.6,15,14,-42.53619119
19,0.6,15,16,-45.91574102
19,0.6,15,18,-48.47180019
19,0.6,15,20,-50.31512923
19,0.6,15,22,-51.73985517
19,0.6,15,24,-52.90804504
19,0.6,15,26,-53.85457344
19,0.6,15,28,-54.73161289
19,0.7,15,14,-38.27784288
19,0.7,15,16,-42.08971933
19,0.7,15,18,-45.15553699
19,0.7,15,20,-47.49612445
19,0.7,15,22,-49.2368143
19,0.7,15,24,-50.61295522
19,0.7,15,26,-51.71887104
19,0.7,15,28,-52.73133213
19,0.8,15,14,-33.69152771
19,0.8,15,16,-38.30771647
19,0.8,15,18,-41.69525446
19,0.8,15,20,-44.45134089
19,0.8,15,22,-46.6042677
19,0.8,15,24,-48.2741666
19,0.8,15,26,-49.55919339
19,0.8,15,28,-50.72271415
19,0.9,15,14,-29.25806995
19,0.9,15,16,-34.33731921
19,0.9,15,18,-38.28202468
19,0.9,15,20,-41.30305227
19,0.9,15,22,-43.80219379
19,0.9,15,24,-45.81888881
19,0.9,15,26,-47.37157054
19,0.9,15,28,-48.63012896
19,1,15,14,-24.9951886
19,1,15,16,-30.37938928
19,1,15,18,-34.77839206
19,1,15,20,-38.19574909
19,1,15,22,-40.94183828
19,1,15,24,-43.24341574
19,1,15,26,-45.07589117
19,1,15,28,-46.55752581
19,0.3,16,14,-55.43732528
19,0.3,16,16,-56.91935826
19,0.3,16,18,-58.10914416
19,0.3,16,20,-59.10007155
19,0.3,16,22,-59.98273185
19,0.3,16,24,-60.78312987
19,0.3,16,26,-61.40751576
19,0.3,16,28,-62.03372603
19,0.4,16,14,-52.14629214
19,0.4,16,16,-54.06050112
19,0.4,16,18,-55.4882327
19,0.4,16,20,-56.61709811
19,0.4,16,22,-57.59962168
19,0.4,16,24,-58.53372735
19,0.4,16,26,-59.26710959
19,0.4,16,28,-59.95930345
19,0.5,16,14,-48.52827039
19,0.5,16,16,-51.03978458
19,0.5,16,18,-52.79752266
19,0.5,16,20,-54.16033276
19,0.5,16,22,-55.28725502
19,0.5,16,24,-56.34418794
19,0.5,16,26,-57.11827184
19,0.5,16,28,-57.92036276
19,0.6,16,14,-44.54846619
19,0.6,16,16,-47.71703774
19,0.6,16,18,-50.01734514
19,0.6,16,20,-51.65468426
19,0.6,16,22,-52.94668286
19,0.6,16,24,-54.13156828
19,0.6,16,26,-54.99290898
19,0.6,16,28,-55.84000114
19,0.7,16,14,-40.50581534
19,0.7,16,16,-44.13460069
19,0.7,16,18,-47.00724148
19,0.7,16,20,-49.12161585
19,0.7,16,22,-50.65044057
19,0.7,16,24,-51.95052247
19,0.7,16,26,-52.96339453
19,0.7,16,28,-53.86024539
19,0.8,16,14,-36.269272
19,0.8,16,16,-40.48803836
19,0.8,16,18,-43.78520334
19,0.8,16,20,-46.36754604
19,0.8,16,22,-48.26158062
19,0.8,16,24,-49.73190838
19,0.8,16,26,-50.91512172
19,0.8,16,28,-51.93497576
19,0.9,16,14,-31.93793868
19,0.9,16,16,-36.85113603
19,0.9,16,18,-40.49862449
19,0.9,16,20,-43.44509525
19,0.9,16,22,-45.73224799
19,0.9,16,24,-47.50828126
19,0.9,16,26,-48.83148106
19,0.9,16,28,-50.00000526
19,1,16,14,-27.79295927
19,1,16,16,-33.01235634
19,1,16,18,-37.2209807
19,1,16,20,-40.42529677
19,1,16,22,-43.07897078
19,1,16,24,-45.17491022
19,1,16,26,-46.76295677
19,1,16,28,-48.04352728
19,0.3,17,14,-56.39183587
19,0.3,17,16,-57.80297918
19,0.3,17,18,-58.96808544
19,0.3,17,20,-59.94560828
19,0.3,17,22,-60.81859543
19,0.3,17,24,-61.60543509
19,0.3,17,26,-62.28305656
19,0.3,17,28,-62.90128808
19,0.4,17,14,-53.36724475
19,0.4,17,16,-55.13798235
19,0.4,17,18,-56.44724192
19,0.4,17,20,-57.59791139
19,0.4,17,22,-58.53843414
19,0.4,17,24,-59.4718731
19,0.4,17,26,-60.18295834
19,0.4,17,28,-60.91958413
19,0.5,17,14,-50.01676923
19,0.5,17,16,-52.31255932
19,0.5,17,18,-53.92291181
19,0.5,17,20,-55.2427137
19,0.5,17,22,-56.30021787
19,0.5,17,24,-57.36643251
19,0.5,17,26,-58.15650058
19,0.5,17,28,-58.90718164
19,0.6,17,14,-46.34855068
19,0.6,17,16,-49.29301857
19,0.6,17,18,-51.35193287
19,0.6,17,20,-52.8569099
19,0.6,17,22,-54.0748922
19,0.6,17,24,-55.22691074
19,0.6,17,26,-56.11103159
19,0.6,17,28,-56.87508247
19,0.7,17,14,-42.48163507
19,0.7,17,16,-46.04616123
19,0.7,17,18,-48.61302262
19,0.7,17,20,-50.43706423
19,0.7,17,22,-51.87381455
19,0.7,17,24,-53.10793955
19,0.7,17,26,-54.09571997
19,0.7,17,28,-54.99602151
19,0.8,17,14,-38.5548534
19,0.8,17,16,-42.51862777
19,0.8,17,18,-45.64813889
19,0.8,17,20,-47.97150905
19,0.8,17,22,-49.64322232
19,0.8,17,24,-51.0127765
19,0.8,17,26,-52.09916234
19,0.8,17,28,-53.07833961
19,0.9,17,14,-34.4309952
19,0.9,17,16,-39.0524899
19,0.9,17,18,-42.44572005
19,0.9,17,20,-45.30190381
19,0.9,17,22,-47.34115521
19,0.9,17,24,-48.92163717
19,0.9,17,26,-50.14562641
19,0.9,17,28,-51.23820366
19,1,17,14,-30.37324237
19,1,17,16,-35.53345333
19,1,17,18,-39.37163767
19,1,17,20,-42.50437789
19,1,17,22,-44.9649396
19,1,17,24,-46.7920118
19,1,17,26,-48.19591031
19,1,17,28,-49.37534452
19,0.3,18,14,-57.29047957
19,0.3,18,16,-58.64210537
19,0.3,18,18,-59.80267458
19,0.3,18,20,-60.76056649
19,0.3,18,22,-61.62228642
19,0.3,18,24,-62.41750891
19,0.3,18,26,-63.11108947
19,0.3,18,28,-63.74160124
19,0.4,18,14,-54.35148907
19,0.4,18,16,-56.10405005
19,0.4,18,18,-57.3811588
19,0.4,18,20,-58.4940464
19,0.4,18,22,-59.43591829
19,0.4,18,24,-60.31321244
19,0.4,18,26,-61.06097967
19,0.4,18,28,-61.77729373
19,0.5,18,14,-51.32135898
19,0.5,18,16,-53.43296222
19,0.5,18,18,-55.00473595
19,0.5,18,20,-56.21022643
19,0.5,18,22,-57.26484909
19,0.5,18,24,-58.26827716
19,0.5,18,26,-59.10040089
19,0.5,18,28,-59.85882142
19,0.6,18,14,-47.94577085
19,0.6,18,16,-50.62482275
19,0.6,18,18,-52.53649058
19,0.6,18,20,-53.89140099
19,0.6,18,22,-55.1576062
19,0.6,18,24,-56.18850712
19,0.6,18,26,-57.1299142
19,0.6,18,28,-57.94948416
19,0.7,18,14,-44.31351949
19,0.7,18,16,-47.68719545
19,0.7,18,18,-50.0086501
19,0.7,18,20,-51.63340414
19,0.7,18,22,-52.99931031
19,0.7,18,24,-54.1496381
19,0.7,18,26,-55.15795622
19,0.7,18,28,-56.03746074
19,0.8,18,14,-40.54546839
19,0.8,18,16,-44.38181342
19,0.8,18,18,-47.27510883
19,0.8,18,20,-49.3161961
19,0.8,18,22,-50.91897307
19,0.8,18,24,-52.13758248
19,0.8,18,26,-53.22878767
19,0.8,18,28,-54.23620531
19,0.9,18,14,-36.73707994
19,0.9,18,16,-41.01394944
19,0.9,18,18,-44.38366658
19,0.9,18,20,-46.95011429
19,0.9,18,22,-48.81343363
19,0.9,18,24,-50.15342603
19,0.9,18,26,-51.32617287
19,0.9,18,28,-52.38579057
19,1,18,14,-32.78251961
19,1,18,16,-37.69692145
19,1,18,18,-41.34496786
19,1,18,20,-44.37839226
19,1,18,22,-46.57071234
19,1,18,24,-48.19537948
19,1,18,26,-49.46346775
19,1,18,28,-50.58565916
19,0.3,19,14,-58.08261159
19,0.3,19,16,-59.4313529
19,0.3,19,18,-60.57031968
19,0.3,19,20,-61.57379018
19,0.3,19,22,-62.39562415
19,0.3,19,24,-63.15327311
19,0.3,19,26,-63.88519621
19,0.3,19,28,-64.53208047
19,0.4,19,14,-55.32076193
19,0.4,19,16,-56.95263875
19,0.4,19,18,-58.20122662
19,0.4,19,20,-59.34474855
19,0.4,19,22,-60.31978248
19,0.4,19,24,-61.14050817
19,0.4,19,26,-61.89230081
19,0.4,19,28,-62.6743058
19,0.5,19,14,-52.44684047
19,0.5,19,16,-54.37367004
19,0.5,19,18,-55.85725315
19,0.5,19,20,-57.13077233
19,0.5,19,22,-58.2171071
19,0.5,19,24,-59.10680791
19,0.5,19,26,-59.99605594
19,0.5,19,28,-60.75916403
19,0.6,19,14,-49.37904838
19,0.6,19,16,-51.76861443
19,0.6,19,18,-53.50228806
19,0.6,19,20,-54.90431204
19,0.6,19,22,-56.11887521
19,0.6,19,24,-57.1244305
19,0.6,19,26,-58.06961784
19,0.6,19,28,-58.9329176
19,0.7,19,14,-45.98587378
19,0.7,19,16,-49.07019558
19,0.7,19,18,-51.20293957
19,0.7,19,20,-52.77796437
19,0.7,19,22,-54.08973688
19,0.7,19,24,-55.15380304
19,0.7,19,26,-56.15483679
19,0.7,19,28,-57.02539313
19,0.8,19,14,-42.38131406
19,0.8,19,16,-46.07047296
19,0.8,19,18,-48.67147503
19,0.8,19,20,-50.57821643
19,0.8,19,22,-52.053304
19,0.8,19,24,-53.22588138
19,0.8,19,26,-54.28787741
19,0.8,19,28,-55.21342725
19,0.9,19,14,-38.76807605
19,0.9,19,16,-42.88509858
19,0.9,19,18,-46.02591657
19,0.9,19,20,-48.26500159
19,0.9,19,22,-50.00269277
19,0.9,19,24,-51.29049771
19,0.9,19,26,-52.45005302
19,0.9,19,28,-53.42556256
19,1,19,14,-35.04370425
19,1,19,16,-39.65775624
19,1,19,18,-43.20352882
19,1,19,20,-45.93292768
19,1,19,22,-47.94461271
19,1,19,24,-49.41484795
19,1,19,26,-50.63779583
19,1,19,28,-51.72137942
19,0.3,20,14,-58.82868437
19,0.3,20,16,-60.15691371
19,0.3,20,18,-61.27962564
19,0.3,20,20,-62.27002198
19,0.3,20,22,-63.12995179
19,0.3,20,24,-63.87965858
19,0.3,20,26,-64.61366073
19,0.3,20,28,-65.30370493
19,0.4,20,14,-56.19103622
19,0.4,20,16,-57.80243142
19,0.4,20,18,-59.0277077
19,0.4,20,20,-60.10646278
19,0.4,20,22,-61.10832475
19,0.4,20,24,-61.91573347
19,0.4,20,26,-62.69205865
19,0.4,20,28,-63.48536434
19,0.5,20,14,-53.44901447
19,0.5,20,16,-55.36395307
19,0.5,20,18,-56.75247431
19,0.5,20,20,-57.97416405
19,0.5,20,22,-59.09718926
19,0.5,20,24,-59.96830529
19,0.5,20,26,-60.85034149
19,0.5,20,28,-61.66396748
19,0.6,20,14,-50.6245801
19,0.6,20,16,-52.82776671
19,0.6,20,18,-54.4794599
19,0.6,20,20,-55.82290716
19,0.6,20,22,-57.07065222
19,0.6,20,24,-58.02005009
19,0.6,20,26,-58.97393832
19,0.6,20,28,-59.85531391
19,0.7,20,14,-47.53723543
19,0.7,20,16,-50.2912279
19,0.7,20,18,-52.2291153
19,0.7,20,20,-53.77532628
19,0.7,20,22,-55.06215932
19,0.7,20,24,-56.14001999
19,0.7,20,26,-57.11694421
19,0.7,20,28,-58.06197294
19,0.8,20,14,-44.11815266
19,0.8,20,16,-47.57866023
19,0.8,20,18,-49.90322917
19,0.8,20,20,-51.61897424
19,0.8,20,22,-53.07602668
19,0.8,20,24,-54.30090189
19,0.8,20,26,-55.28895791
19,0.8,20,28,-56.30080453
19,0.9,20,14,-40.59279959
19,0.9,20,16,-44.61294004
19,0.9,20,18,-47.45642028
19,0.9,20,20,-49.48423245
19,0.9,20,22,-51.10383449
19,0.9,20,24,-52.41740822
19,0.9,20,26,-53.49217024
19,0.9,20,28,-54.49580589
19,1,20,14,-37.11071834
19,1,20,16,-41.49209426
19,1,20,18,-44.87441334
19,1,20,20,-47.3056147
19,1,20,22,-49.15481038
19,1,20,24,-50.56736276
19,1,20,26,-51.72587523
19,1,20,28,-52.77354112
19,0.3,21,14,-59.52735994
19,0.3,21,16,-60.86003832
19,0.3,21,18,-61.96997784
19,0.3,21,20,-62.95282283
19,0.3,21,22,-63.87749302
19,0.3,21,24,-64.60996286
19,0.3,21,26,-65.33979841
19,0.3,21,28,-65.99770807
19,0.4,21,14,-56.94977397
19,0.4,21,16,-58.57813055
19,0.4,21,18,-59.79022531
19,0.4,21,20,-60.88851466
19,0.4,21,22,-61.86039385
19,0.4,21,24,-62.69126627
19,0.4,21,26,-63.43471182
19,0.4,21,28,-64.19186398
19,0.5,21,14,-54.35825504
19,0.5,21,16,-56.19689024
19,0.5,21,18,-57.59429549
19,0.5,21,20,-58.79919586
19,0.5,21,22,-59.92474071
19,0.5,21,24,-60.79535966
19,0.5,21,26,-61.65372321
19,0.5,21,28,-62.46599027
19,0.6,21,14,-51.67450801
19,0.6,21,16,-53.80482248
19,0.6,21,18,-55.35381578
19,0.6,21,20,-56.7173965
19,0.6,21,22,-57.96260397
19,0.6,21,24,-58.93967273
19,0.6,21,26,-59.82823248
19,0.6,21,28,-60.65886483
19,0.7,21,14,-48.87250779
19,0.7,21,16,-51.40237386
19,0.7,21,18,-53.24894727
19,0.7,21,20,-54.72527899
19,0.7,21,22,-55.99014678
19,0.7,21,24,-57.12001424
19,0.7,21,26,-58.01931698
19,0.7,21,28,-58.90937793
19,0.8,21,14,-45.69912931
19,0.8,21,16,-48.85486149
19,0.8,21,18,-50.99283456
19,0.8,21,20,-52.6235998
19,0.8,21,22,-54.0412126
19,0.8,21,24,-55.20921
19,0.8,21,26,-56.23015171
19,0.8,21,28,-57.18201019
19,0.9,21,14,-42.32944432
19,0.9,21,16,-46.14793285
19,0.9,21,18,-48.72889094
19,0.9,21,20,-50.56859996
19,0.9,21,22,-52.1188518
19,0.9,21,24,-53.39480309
19,0.9,21,26,-54.46876396
19,0.9,21,28,-55.48492862
19,1,21,14,-38.95908793
19,1,21,16,-43.16151535
19,1,21,18,-46.33530741
19,1,21,20,-48.51330378
19,1,21,22,-50.17385558
19,1,21,24,-51.65361318
19,1,21,26,-52.74461153
19,1,21,28,-53.80671003
23,0.3,14,14,-63.8066879
23,0.3,14,16,-65.95375791
23,0.3,14,18,-67.65214119
23,0.3,14,20,-68.95602708
23,0.3,14,22,-70.06210484
23,0.3,14,24,-71.01112333
23,0.3,14,26,-71.84700586
23,0.3,14,28,-72.55380975
23,0.4,14,14,-59.19429778
23,0.4,14,16,-62.07675593
23,0.4,14,18,-64.24301167
23,0.4,14,20,-65.9502228
23,0.4,14,22,-67.20786734
23,0.4,14,24,-68.33731262
23,0.4,14,26,-69.30657505
23,0.4,14,28,-70.09811125
23,0.5,14,14,-54.16968044
23,0.5,14,16,-57.7372595
23,0.5,14,18,-60.53567659
23,0.5,14,20,-62.68464927
23,0.5,14,22,-64.33572581
23,0.5,14,24,-65.60695317
23,0.5,14,26,-66.80110191
23,0.5,14,28,-67.68790038
23,0.6,14,14,-48.93906979
23,0.6,14,16,-53.15052022
23,0.6,14,18,-56.51852352
23,0.6,14,20,-59.15623174
23,0.6,14,22,-61.21081875
23,0.6,14,24,-62.79764222
23,0.6,14,26,-64.18654727
23,0.6,14,28,-65.22333579
23,0.7,14,14,-43.2265394
23,0.7,14,16,-48.47027457
23,0.7,14,18,-52.26163756
23,0.7,14,20,-55.39817803
23,0.7,14,22,-57.91590389
23,0.7,14,24,-59.89283375
23,0.7,14,26,-61.51195002
23,0.7,14,28,-62.79056713
23,0.8,14,14,-37.48649786
23,0.8,14,16,-43.37438705
23,0.8,14,18,-47.97822831
23,0.8,14,20,-51.46233954
23,0.8,14,22,-54.36046577
23,0.8,14,24,-56.7731431
23,0.8,14,26,-58.72557091
23,0.8,14,28,-60.23299012
23,0.9,14,14,-31.69933582
23,0.9,14,16,-38.25831538
23,0.9,14,18,-43.45120766
23,0.9,14,20,-47.55031101
23,0.9,14,22,-50.72309828
23,0.9,14,24,-53.45600913
23,0.9,14,26,-55.75190742
23,0.9,14,28,-57.58666675
23,1,14,14,-26.43023774
23,1,14,16,-33.22015792
23,1,14,18,-38.8530537
23,1,14,20,-43.494952
23,1,14,22,-47.15683165
23,1,14,24,-50.10347581
23,1,14,26,-52.62539933
23,1,14,28,-54.77938539
23,0.3,15,14,-65.35193318
23,0.3,15,16,-67.39216304
23,0.3,15,18,-68.90400888
23,0.3,15,20,-70.12982086
23,0.3,15,22,-71.23365254
23,0.3,15,24,-72.16359713
23,0.3,15,26,-72.94833347
23,0.3,15,28,-73.7331699
23,0.4,15,14,-61.11587199
23,0.4,15,16,-63.82145134
23,0.4,15,18,-65.79222612
23,0.4,15,20,-67.29808283
23,0.4,15,22,-68.53340728
23,0.4,15,24,-69.59400065
23,0.4,15,26,-70.58512593
23,0.4,15,28,-71.34895544
23,0.5,15,14,-56.45491228
23,0.5,15,16,-59.86728178
23,0.5,15,18,-62.41433542
23,0.5,15,20,-64.30801165
23,0.5,15,22,-65.81096972
23,0.5,15,24,-67.00999729
23,0.5,15,26,-68.18547687
23,0.5,15,28,-69.02288593
23,0.6,15,14,-51.51208162
23,0.6,15,16,-55.57824819
23,0.6,15,18,-58.73791168
23,0.6,15,20,-61.17381597
23,0.6,15,22,-62.97555868
23,0.6,15,24,-64.40477209
23,0.6,15,26,-65.71900834
23,0.6,15,28,-66.69714135
23,0.7,15,14,-46.35733929
23,0.7,15,16,-51.11970509
23,0.7,15,18,-54.75945917
23,0.7,15,20,-57.72114555
23,0.7,15,22,-60.01865239
23,0.7,15,24,-61.73939353
23,0.7,15,26,-63.19624514
23,0.7,15,28,-64.38304009
23,0.8,15,14,-40.82845296
23,0.8,15,16,-46.52302453
23,0.8,15,18,-50.65940264
23,0.8,15,20,-54.02704924
23,0.8,15,22,-56.79809475
23,0.8,15,24,-58.91921383
23,0.8,15,26,-60.66588519
23,0.8,15,28,-61.99190083
23,0.9,15,14,-35.39796797
23,0.9,15,16,-41.6288417
23,0.9,15,18,-46.56117625
23,0.9,15,20,-50.2832304
23,0.9,15,22,-53.37963393
23,0.9,15,24,-55.9573293
23,0.9,15,26,-58.00561856
23,0.9,15,28,-59.59711031
23,1,15,14,-30.09994109
23,1,15,16,-36.83138066
23,1,15,18,-42.22526506
