de [mm],g [mm],Nn [],Nc [],Force1.Force_y [kNewton]
23,1,15,20,-46.58158202
23,1,15,22,-49.91727398
23,1,15,24,-52.80253089
23,1,15,26,-55.19388547
23,1,15,28,-57.10415419
23,0.3,16,14,-66.7182773
23,0.3,16,16,-68.57246805
23,0.3,16,18,-70.03443102
23,0.3,16,20,-71.26495341
23,0.3,16,22,-72.32262371
23,0.3,16,24,-73.22564685
23,0.3,16,26,-74.04490244
23,0.3,16,28,-74.77230182
23,0.4,16,14,-62.80119307
23,0.4,16,16,-65.25856531
23,0.4,16,18,-67.09003997
23,0.4,16,20,-68.54303767
23,0.4,16,22,-69.72494785
23,0.4,16,24,-70.78044167
23,0.4,16,26,-71.69316537
23,0.4,16,28,-72.49371679
23,0.5,16,14,-58.49736212
23,0.5,16,16,-61.65843377
23,0.5,16,18,-63.99837046
23,0.5,16,20,-65.73642293
23,0.5,16,22,-67.1416934
23,0.5,16,24,-68.32883757
23,0.5,16,26,-69.34776466
23,0.5,16,28,-70.26926427
23,0.6,16,14,-53.8512746
23,0.6,16,16,-57.71063976
23,0.6,16,18,-60.65884287
23,0.6,16,20,-62.83609787
23,0.6,16,22,-64.49645099
23,0.6,16,24,-65.82147817
23,0.6,16,26,-66.98427984
23,0.6,16,28,-68.02244103
23,0.7,16,14,-49.05054268
23,0.7,16,16,-53.47843934
23,0.7,16,18,-57.03188971
23,0.7,16,20,-59.74416073
23,0.7,16,22,-61.8060847
23,0.7,16,24,-63.34466698
23,0.7,16,26,-64.64504931
23,0.7,16,28,-65.77507476
23,0.8,16,14,-43.91325455
23,0.8,16,16,-49.22028856
23,0.8,16,18,-53.16699908
23,0.8,16,20,-56.37827981
23,0.8,16,22,-58.87722155
23,0.8,16,24,-60.79231072
23,0.8,16,26,-62.27274903
23,0.8,16,28,-63.51403884
23,0.9,16,14,-38.69938202
23,0.9,16,16,-44.73279914
23,0.9,16,18,-49.24891787
23,0.9,16,20,-52.80176633
23,0.9,16,22,-55.75888968
23,0.9,16,24,-58.08149815
23,0.9,16,26,-59.84256622
23,0.9,16,28,-61.31806901
23,1,16,14,-33.5667674
23,1,16,16,-40.01528553
23,1,16,18,-45.29568237
23,1,16,20,-49.20891925
23,1,16,22,-52.47968973
23,1,16,24,-55.20466126
23,1,16,26,-57.36584207
23,1,16,28,-59.02092687
23,0.3,17,14,-67.85944994
23,0.3,17,16,-69.66941247
23,0.3,17,18,-71.0861046
23,0.3,17,20,-72.30088803
23,0.3,17,22,-73.29204251
23,0.3,17,24,-74.21613433
23,0.3,17,26,-75.04129966
23,0.3,17,28,-75.76278852
23,0.4,17,14,-64.29721716
23,0.4,17,16,-66.56791656
23,0.4,17,18,-68.29144064
23,0.4,17,20,-69.67281524
23,0.4,17,22,-70.85087717
23,0.4,17,24,-71.8467718
23,0.4,17,26,-72.7776148
23,0.4,17,28,-73.56620387
23,0.5,17,14,-60.36594419
23,0.5,17,16,-63.25656664
23,0.5,17,18,-65.40504156
23,0.5,17,20,-67.01059658
23,0.5,17,22,-68.30796648
23,0.5,17,24,-69.5208751
23,0.5,17,26,-70.49194343
23,0.5,17,28,-71.4206062
23,0.6,17,14,-56.01138169
23,0.6,17,16,-59.63980774
23,0.6,17,18,-62.32727798
23,0.6,17,20,-64.29951526
23,0.6,17,22,-65.79306933
23,0.6,17,24,-67.09565224
23,0.6,17,26,-68.22841868
23,0.6,17,28,-69.25454032
23,0.7,17,14,-51.41124279
23,0.7,17,16,-55.70425783
23,0.7,17,18,-59.03583014
23,0.7,17,20,-61.46197638
23,0.7,17,22,-63.30510035
23,0.7,17,24,-64.75556393
23,0.7,17,26,-66.00008519
23,0.7,17,28,-67.07855143
23,0.8,17,14,-46.67869847
23,0.8,17,16,-51.6213475
23,0.8,17,18,-55.4922692
23,0.8,17,20,-58.42762464
23,0.8,17,22,-60.64521269
23,0.8,17,24,-62.35305677
23,0.8,17,26,-63.72852918
23,0.8,17,28,-64.95778114
23,0.9,17,14,-41.67843893
23,0.9,17,16,-47.47173313
23,0.9,17,18,-51.68751135
23,0.9,17,20,-55.12188705
23,0.9,17,22,-57.83474428
23,0.9,17,24,-59.88529214
23,0.9,17,26,-61.45780961
23,0.9,17,28,-62.82021798
23,1,17,14,-36.78739574
23,1,17,16,-43.05492734
23,1,17,18,-47.94473104
23,1,17,20,-51.6837059
23,1,17,22,-54.84145486
23,1,17,24,-57.27558016
23,1,17,26,-59.14534686
23,1,17,28,-60.66391338
23,0.3,18,14,-68.91595082
23,0.3,18,16,-70.65914643
23,0.3,18,18,-72.06220281
23,0.3,18,20,-73.24560613
23,0.3,18,22,-74.24468452
23,0.3,18,24,-75.16100938
23,0.3,18,26,-75.96531909
23,0.3,18,28,-76.69566814
23,0.4,18,14,-65.617229
23,0.4,18,16,-67.73059103
23,0.4,18,18,-69.35936214
23,0.4,18,20,-70.71856924
23,0.4,18,22,-71.84555934
23,0.4,18,24,-72.85681187
23,0.4,18,26,-73.751329
23,0.4,18,28,-74.61731644
23,0.5,18,14,-62.02488407
23,0.5,18,16,-64.69036479
23,0.5,18,18,-66.65097713
23,0.5,18,20,-68.17404909
23,0.5,18,22,-69.47827027
23,0.5,18,24,-70.57821708
23,0.5,18,26,-71.58246373
23,0.5,18,28,-72.57976281
23,0.6,18,14,-57.94247957
23,0.6,18,16,-61.36059501
23,0.6,18,18,-63.81673232
23,0.6,18,20,-65.59629851
23,0.6,18,22,-67.05603781
23,0.6,18,24,-68.29998494
23,0.6,18,26,-69.40917082
23,0.6,18,28,-70.48878338
23,0.7,18,14,-53.60262027
23,0.7,18,16,-57.7226759
23,0.7,18,18,-60.80365992
23,0.7,18,20,-62.95309166
23,0.7,18,22,-64.61788448
23,0.7,18,24,-66.06229726
23,0.7,18,26,-67.22248257
23,0.7,18,28,-68.39893628
23,0.8,18,14,-49.13564661
23,0.8,18,16,-53.81403373
23,0.8,18,18,-57.49221455
23,0.8,18,20,-60.17588718
23,0.8,18,22,-62.18113027
23,0.8,18,24,-63.73540924
23,0.8,18,26,-65.0730605
23,0.8,18,28,-66.26075562
23,0.9,18,14,-44.48155157
23,0.9,18,16,-49.81960851
23,0.9,18,18,-53.96616969
23,0.9,18,20,-57.21634126
23,0.9,18,22,-59.62051389
23,0.9,18,24,-61.39437969
23,0.9,18,26,-62.91361975
23,0.9,18,28,-64.19063033
23,1,18,14,-39.70637518
23,1,18,16,-45.82556551
23,1,18,18,-50.37063338
23,1,18,20,-53.99854942
23,1,18,22,-56.90787394
23,1,18,24,-59.06747071
23,1,18,26,-60.73217624
23,1,18,28,-62.12560389
23,0.3,19,14,-69.90726592
23,0.3,19,16,-71.56865984
23,0.3,19,18,-72.92014875
23,0.3,19,20,-74.13060392
23,0.3,19,22,-75.13909857
23,0.3,19,24,-76.04895358
23,0.3,19,26,-76.82172495
23,0.3,19,28,-77.5966704
23,0.4,19,14,-66.73786987
23,0.4,19,16,-68.78781862
23,0.4,19,18,-70.37981141
23,0.4,19,20,-71.65513227
23,0.4,19,22,-72.82292797
23,0.4,19,24,-73.8083793
23,0.4,19,26,-74.66838101
23,0.4,19,28,-75.56624652
23,0.5,19,14,-63.41311393
23,0.5,19,16,-65.88156008
23,0.5,19,18,-67.76847101
23,0.5,19,20,-69.21933995
23,0.5,19,22,-70.53615089
23,0.5,19,24,-71.61543868
23,0.5,19,26,-72.60247964
23,0.5,19,28,-73.59224791
23,0.6,19,14,-59.70436714
23,0.6,19,16,-62.80263136
23,0.6,19,18,-65.07070863
23,0.6,19,20,-66.75576527
23,0.6,19,22,-68.22953732
23,0.6,19,24,-69.41321429
23,0.6,19,26,-70.4838077
23,0.6,19,28,-71.56975541
23,0.7,19,14,-55.64458048
23,0.7,19,16,-59.49693655
23,0.7,19,18,-62.28330188
23,0.7,19,20,-64.26626337
23,0.7,19,22,-65.84841786
23,0.7,19,24,-67.22341512
23,0.7,19,26,-68.38870478
23,0.7,19,28,-69.50312587
23,0.8,19,14,-51.3430273
23,0.8,19,16,-55.87873622
23,0.8,19,18,-59.3056261
23,0.8,19,20,-61.68221469
23,0.8,19,22,-63.53816146
23,0.8,19,24,-65.00749551
23,0.8,19,26,-66.30851048
23,0.8,19,28,-67.46689035
23,0.9,19,14,-47.0738047
23,0.9,19,16,-52.04093471
23,0.9,19,18,-56.04260769
23,0.9,19,20,-58.96762594
23,0.9,19,22,-61.14522013
23,0.9,19,24,-62.79694583
23,0.9,19,26,-64.19437404
23,0.9,19,28,-65.45841821
23,1,19,14,-42.4554573
23,1,19,16,-48.28997405
23,1,19,18,-52.59190139
23,1,19,20,-56.05843367
23,1,19,22,-58.61400773
23,1,19,24,-60.6228972
23,1,19,26,-62.12289456
23,1,19,28,-63.46540473
23,0.3,20,14,-70.77760135
23,0.3,20,16,-72.39570563
23,0.3,20,18,-73.76779816
23,0.3,20,20,-74.92274546
23,0.3,20,22,-75.97248029
23,0.3,20,24,-76.87020554
23,0.3,20,26,-77.70717998
23,0.3,20,28,-78.48629234
23,0.4,20,14,-67.80378762
23,0.4,20,16,-69.73899521
23,0.4,20,18,-71.29157706
23,0.4,20,20,-72.57963339
23,0.4,20,22,-73.71773242
23,0.4,20,24,-74.7225393
23,0.4,20,26,-75.61603741
23,0.4,20,28,-76.48119137
23,0.5,20,14,-64.64674449
23,0.5,20,16,-66.97326842
23,0.5,20,18,-68.74395865
23,0.5,20,20,-70.2889132
23,0.5,20,22,-71.4882687
23,0.5,20,24,-72.60221874
23,0.5,20,26,-73.55286129
23,0.5,20,28,-74.55880491
23,0.6,20,14,-61.24511442
23,0.6,20,16,-64.11783658
23,0.6,20,18,-66.23896879
23,0.6,20,20,-67.9182207
23,0.6,20,22,-69.25610952
23,0.6,20,24,-70.47722272
23,0.6,20,26,-71.50470336
23,0.6,20,28,-72.59995039
23,0.7,20,14,-57.5016306
23,0.7,20,16,-61.04605586
23,0.7,20,18,-63.66461634
23,0.7,20,20,-65.45693222
23,0.7,20,22,-67.03364004
23,0.7,20,24,-68.3461331
23,0.7,20,26,-69.46217864
23,0.7,20,28,-70.59697944
23,0.8,20,14,-53.40352118
23,0.8,20,16,-57.71363068
23,0.8,20,18,-60.89271942
23,0.8,20,20,-63.01425872
23,0.8,20,22,-64.77132705
23,0.8,20,24,-66.25181202
23,0.8,20,26,-67.45124723
23,0.8,20,28,-68.61778448
23,0.9,20,14,-49.24523512
23,0.9,20,16,-54.11223709
23,0.9,20,18,-57.87748044
23,0.9,20,20,-60.49513525
23,0.9,20,22,-62.49614634
23,0.9,20,24,-64.10394546
23,0.9,20,26,-65.42509676
23,0.9,20,28,-66.65932752
23,1,20,14,-44.97745773
23,1,20,16,-50.38712091
23,1,20,18,-54.69447125
23,1,20,20,-57.8441358
23,1,20,22,-60.13395623
23,1,20,24,-61.98837377
23,1,20,26,-63.4367094
23,1,20,28,-64.72137722
23,0.3,21,14,-71.61411137
23,0.3,21,16,-73.19963543
23,0.3,21,18,-74.58768161
23,0.3,21,20,-75.72628301
23,0.3,21,22,-76.76072359
23,0.3,21,24,-77.69703198
23,0.3,21,26,-78.51448833
23,0.3,21,28,-79.26935539
23,0.4,21,14,-68.76099425
23,0.4,21,16,-70.59603607
23,0.4,21,18,-72.15755631
23,0.4,21,20,-73.45803531
23,0.4,21,22,-74.62961682
23,0.4,21,24,-75.59180149
23,0.4,21,26,-76.48161903
23,0.4,21,28,-77.2983212
23,0.5,21,14,-65.77972453
23,0.5,21,16,-68.01014647
23,0.5,21,18,-69.73330623
23,0.5,21,20,-71.16643369
23,0.5,21,22,-72.53419557
23,0.5,21,24,-73.52541983
23,0.5,21,26,-74.4803281
23,0.5,21,28,-75.33972375
23,0.6,21,14,-62.59502666
23,0.6,21,16,-65.28066563
23,0.6,21,18,-67.31434775
23,0.6,21,20,-68.85313068
23,0.6,21,22,-70.38826429
23,0.6,21,24,-71.44183933
23,0.6,21,26,-72.49750039
23,0.6,21,28,-73.43903529
23,0.7,21,14,-59.15674798
23,0.7,21,16,-62.43438895
23,0.7,21,18,-64.79643927
23,0.7,21,20,-66.56191988
23,0.7,21,22,-68.09871629
23,0.7,21,24,-69.39276872
23,0.7,21,26,-70.51680527
23,0.7,21,28,-71.55759034
23,0.8,21,14,-55.32928448
23,0.8,21,16,-59.3798995
23,0.8,21,18,-62.10480864
23,0.8,21,20,-64.29356444
23,0.8,21,22,-65.90537848
23,0.8,21,24,-67.33597913
23,0.8,21,26,-68.63059152
23,0.8,21,28,-69.68629938
23,0.9,21,14,-51.32153462
23,0.9,21,16,-56.02767487
23,0.9,21,18,-59.48745937
23,0.9,21,20,-61.90640742
23,0.9,21,22,-63.71439224
23,0.9,21,24,-65.27452664
23,0.9,21,26,-66.62975376
23,0.9,21,28,-67.74540426
23,1,21,14,-47.26498345
23,1,21,16,-52.48116776
23,1,21,18,-56.524264
23,1,21,20,-59.43386697
23,1,21,22,-61.50658421
23,1,21,24,-63.22072701
23,1,21,26,-64.67683715
23,1,21,28,-65.91873833
27,0.3,14,14,-74.19683256
27,0.3,14,16,-76.86030982
27,0.3,14,18,-78.89358982
27,0.3,14,20,-80.51911807
27,0.3,14,22,-81.84145341
27,0.3,14,24,-83.00608536
27,0.3,14,26,-83.96721444
27,0.3,14,28,-84.8572706
27,0.4,14,14,-68.94446316
27,0.4,14,16,-72.29738688
27,0.4,14,18,-75.03882696
27,0.4,14,20,-77.07741212
27,0.4,14,22,-78.68876735
27,0.4,14,24,-80.09860261
27,0.4,14,26,-81.18091801
27,0.4,14,28,-82.18852502
27,0.5,14,14,-63.26606882
27,0.5,14,16,-67.40061988
27,0.5,14,18,-70.75517275
27,0.5,14,20,-73.32881606
27,0.5,14,22,-75.36297844
27,0.5,14,24,-77.06398529
27,0.5,14,26,-78.34472052
27,0.5,14,28,-79.5354695
27,0.6,14,14,-57.25967046
27,0.6,14,16,-62.18092608
27,0.6,14,18,-66.09023532
27,0.6,14,20,-69.30564604
27,0.6,14,22,-71.83163909
27,0.6,14,24,-73.83016039
27,0.6,14,26,-75.4367327
27,0.6,14,28,-76.79752565
27,0.7,14,14,-50.67756887
27,0.7,14,16,-56.77408751
27,0.7,14,18,-61.41629702
27,0.7,14,20,-65.04989791
27,0.7,14,22,-67.96950537
27,0.7,14,24,-70.40355558
27,0.7,14,26,-72.37540791
27,0.7,14,28,-74.07821119
27,0.8,14,14,-43.95423775
27,0.8,14,16,-50.85092474
27,0.8,14,18,-56.45249412
27,0.8,14,20,-60.49662754
27,0.8,14,22,-63.89346449
27,0.8,14,24,-66.75022133
27,0.8,14,26,-69.13930902
27,0.8,14,28,-71.04620756
27,0.9,14,14,-37.08330955
27,0.9,14,16,-44.90883375
27,0.9,14,18,-50.99811098
27,0.9,14,20,-55.91852717
27,0.9,14,22,-59.73162662
27,0.9,14,24,-62.9080717
27,0.9,14,26,-65.64921553
27,0.9,14,28,-67.93527776
27,1,14,14,-30.79288909
27,1,14,16,-38.92095454
27,1,14,18,-45.6630735
27,1,14,20,-51.09356538
27,1,14,22,-55.57906267
27,1,14,24,-59.0745083
27,1,14,26,-62.05693527
27,1,14,28,-64.69799239
27,0.3,15,14,-76.08434156
27,0.3,15,16,-78.5090284
27,0.3,15,18,-80.39073371
27,0.3,15,20,-81.92499397
27,0.3,15,22,-83.21318614
27,0.3,15,24,-84.29633365
27,0.3,15,26,-85.30060124
27,0.3,15,28,-86.12465861
27,0.4,15,14,-71.2043731
27,0.4,15,16,-74.38045396
27,0.4,15,18,-76.8489686
27,0.4,15,20,-78.74910727
27,0.4,15,22,-80.23714139
27,0.4,15,24,-81.50346112
27,0.4,15,26,-82.63548395
27,0.4,15,28,-83.5840152
27,0.5,15,14,-65.85728283
27,0.5,15,16,-69.86950622
27,0.5,15,18,-72.94825853
27,0.5,15,20,-75.33003657
27,0.5,15,22,-77.17258722
27,0.5,15,24,-78.68063572
27,0.5,15,26,-79.92580664
27,0.5,15,28,-80.99130784
27,0.6,15,14,-60.27191454
27,0.6,15,16,-64.92248337
27,0.6,15,18,-68.69552391
27,0.6,15,20,-71.70602125
27,0.6,15,22,-73.95750037
27,0.6,15,24,-75.74089941
27,0.6,15,26,-77.20498046
27,0.6,15,28,-78.43583215
27,0.7,15,14,-54.33275276
27,0.7,15,16,-59.88092663
27,0.7,15,18,-64.2135651
27,0.7,15,20,-67.67841012
27,0.7,15,22,-70.49932597
27,0.7,15,24,-72.68671355
27,0.7,15,26,-74.41950322
27,0.7,15,28,-75.8616963
27,0.8,15,14,-47.90597911
27,0.8,15,16,-54.50941059
27,0.8,15,18,-59.59109404
27,0.8,15,20,-63.41638067
27,0.8,15,22,-66.76887447
27,0.8,15,24,-69.40383147
27,0.8,15,26,-71.46384929
27,0.8,15,28,-73.1651343
27,0.9,15,14,-41.46746807
27,0.9,15,16,-48.80659369
27,0.9,15,18,-54.70735316
27,0.9,15,20,-59.13357359
27,0.9,15,22,-62.80545214
27,0.9,15,24,-65.89293367
27,0.9,15,26,-68.3270321
27,0.9,15,28,-70.43063189
27,1,15,14,-35.14112293
27,1,15,16,-43.18706763
27,1,15,18,-49.56331911
27,1,15,20,-54.78256098
27,1,15,22,-58.82401168
27,1,15,24,-62.19769628
27,1,15,26,-65.0714826
27,1,15,28,-67.43687128
27,0.3,16,14,-77.65351308
27,0.3,16,16,-79.94642115
27,0.3,16,18,-81.76932461
27,0.3,16,20,-83.20593268
27,0.3,16,22,-84.4089413
27,0.3,16,24,-85.51997918
27,0.3,16,26,-86.50896305
27,0.3,16,28,-87.33169532
27,0.4,16,14,-73.15503196
27,0.4,16,16,-76.17882126
27,0.4,16,18,-78.48605404
27,0.4,16,20,-80.21840266
27,0.4,16,22,-81.63557261
27,0.4,16,24,-82.85881831
27,0.4,16,26,-83.93910904
27,0.4,16,28,-84.88299607
27,0.5,16,14,-68.20399027
27,0.5,16,16,-72.02677947
27,0.5,16,18,-74.91849017
27,0.5,16,20,-77.09015688
27,0.5,16,22,-78.76544162
27,0.5,16,24,-80.22020526
27,0.5,16,26,-81.39204278
27,0.5,16,28,-82.45355932
27,0.6,16,14,-62.96315798
27,0.6,16,16,-67.46448915
27,0.6,16,18,-71.00549603
27,0.6,16,20,-73.81165934
27,0.6,16,22,-75.78798139
27,0.6,16,24,-77.45121441
27,0.6,16,26,-78.77431972
27,0.6,16,28,-79.97638364
27,0.7,16,14,-57.46227895
27,0.7,16,16,-62.66376305
27,0.7,16,18,-66.83456178
27,0.7,16,20,-70.17676372
27,0.7,16,22,-72.63440738
27,0.7,16,24,-74.63929037
27,0.7,16,26,-76.20863564
27,0.7,16,28,-77.52538021
27,0.8,16,14,-51.47029211
27,0.8,16,16,-57.71474243
27,0.8,16,18,-62.37931263
27,0.8,16,20,-66.202502
27,0.8,16,22,-69.25023603
27,0.8,16,24,-71.65646257
27,0.8,16,26,-73.49991659
27,0.8,16,28,-75.00514027
27,0.9,16,14,-45.40995783
27,0.9,16,16,-52.44036649
27,0.9,16,18,-57.88535972
27,0.9,16,20,-62.09504268
27,0.9,16,22,-65.61205598
27,0.9,16,24,-68.443164
27,0.9,16,26,-70.684945
27,0.9,16,28,-72.48819771
27,1,16,14,-39.25983423
27,1,16,16,-47.03133696
27,1,16,18,-53.19005877
27,1,16,20,-57.96845293
27,1,16,22,-61.80358619
27,1,16,24,-65.01850981
27,1,16,26,-67.67603191
27,1,16,28,-69.82132043
27,0.3,17,14,-79.06796164
27,0.3,17,16,-81.20416251
27,0.3,17,18,-82.96093557
27,0.3,17,20,-84.38085462
27,0.3,17,22,-85.58509168
27,0.3,17,24,-86.64425981
27,0.3,17,26,-87.61217869
27,0.3,17,28,-88.47354922
27,0.4,17,14,-74.94189792
27,0.4,17,16,-77.72427268
27,0.4,17,18,-79.82575762
27,0.4,17,20,-81.51626081
27,0.4,17,22,-82.90342886
27,0.4,17,24,-84.09770731
27,0.4,17,26,-85.18447741
27,0.4,17,28,-86.09893388
27,0.5,17,14,-70.38221327
27,0.5,17,16,-73.90881468
27,0.5,17,18,-76.58319255
27,0.5,17,20,-78.59799465
27,0.5,17,22,-80.18687567
27,0.5,17,24,-81.60243939
27,0.5,17,26,-82.76198937
27,0.5,17,28,-83.73809332
27,0.6,17,14,-65.39044245
27,0.6,17,16,-69.72479222
27,0.6,17,18,-73.10280903
27,0.6,17,20,-75.56896949
27,0.6,17,22,-77.38220049
27,0.6,17,24,-78.96595759
27,0.6,17,26,-80.2495273
27,0.6,17,28,-81.3716224
27,0.7,17,14,-60.23247529
27,0.7,17,16,-65.21913794
27,0.7,17,18,-69.25305607
27,0.7,17,20,-72.26651493
27,0.7,17,22,-74.47880358
27,0.7,17,24,-76.29342985
27,0.7,17,26,-77.77776201
27,0.7,17,28,-79.04123221
27,0.8,17,14,-54.73699751
27,0.8,17,16,-60.49190413
27,0.8,17,18,-65.0562472
27,0.8,17,20,-68.66210338
27,0.8,17,22,-71.39456302
27,0.8,17,24,-73.57390973
27,0.8,17,26,-75.23530667
27,0.8,17,28,-76.64669183
27,0.9,17,14,-48.8986727
27,0.9,17,16,-55.67358855
27,0.9,17,18,-60.72444558
27,0.9,17,20,-64.79678253
27,0.9,17,22,-68.07980686
27,0.9,17,24,-70.6644985
27,0.9,17,26,-72.63882482
27,0.9,17,28,-74.21993064
27,1,17,14,-43.1064322
27,1,17,16,-50.53483991
27,1,17,18,-56.39062243
27,1,17,20,-60.83866955
27,1,17,22,-64.54086038
27,1,17,24,-67.60432221
27,1,17,26,-69.93259556
27,1,17,28,-71.79013283
27,0.3,18,14,-80.32808001
27,0.3,18,16,-82.3531648
27,0.3,18,18,-84.01986997
27,0.3,18,20,-85.46035492
27,0.3,18,22,-86.66811621
27,0.3,18,24,-87.69895757
27,0.3,18,26,-88.66846826
27,0.3,18,28,-89.52661065
27,0.4,18,14,-76.51622832
27,0.4,18,16,-79.13051628
27,0.4,18,18,-81.08738353
27,0.4,18,20,-82.71370073
27,0.4,18,22,-84.08341099
27,0.4,18,24,-85.24486877
27,0.4,18,26,-86.28627257
27,0.4,18,28,-87.23143811
27,0.5,18,14,-72.30498747
27,0.5,18,16,-75.66677801
27,0.5,18,18,-78.03573012
27,0.5,18,20,-79.90440903
27,0.5,18,22,-81.48729177
27,0.5,18,24,-82.80360108
27,0.5,18,26,-83.91835128
27,0.5,18,28,-84.95346965
27,0.6,18,14,-67.6764625
27,0.6,18,16,-71.80766466
27,0.6,18,18,-74.7423225
27,0.6,18,20,-77.05308416
27,0.6,18,22,-78.81466109
27,0.6,18,24,-80.34485066
27,0.6,18,26,-81.55956024
27,0.6,18,28,-82.6648301
27,0.7,18,14,-62.73948068
27,0.7,18,16,-67.57347385
27,0.7,18,18,-71.31146118
27,0.7,18,20,-74.08184713
27,0.7,18,22,-76.09179054
27,0.7,18,24,-77.8689282
27,0.7,18,26,-79.21276864
27,0.7,18,28,-80.41927886
27,0.8,18,14,-57.60930731
27,0.8,18,16,-63.06854509
27,0.8,18,18,-67.46246371
27,0.8,18,20,-70.84855863
27,0.8,18,22,-73.24039943
27,0.8,18,24,-75.28318665
27,0.8,18,26,-76.80722328
27,0.8,18,28,-78.14161102
27,0.9,18,14,-52.15788418
27,0.9,18,16,-58.49398005
27,0.9,18,18,-63.35996398
27,0.9,18,20,-67.26533118
27,0.9,18,22,-70.20856081
27,0.9,18,24,-72.62714637
27,0.9,18,26,-74.32478729
27,0.9,18,28,-75.89349819
27,1,18,14,-46.57692183
27,1,18,16,-53.76789972
27,1,18,18,-59.18672132
27,1,18,20,-63.51597826
27,1,18,22,-66.97682004
27,1,18,24,-69.72674607
27,1,18,26,-71.82336255
27,1,18,28,-73.53530815
27,0.3,19,14,-81.48725544
27,0.3,19,16,-83.47528799
27,0.3,19,18,-85.07638908
27,0.3,19,20,-86.46261428
27,0.3,19,22,-87.67909437
27,0.3,19,24,-88.68534112
27,0.3,19,26,-89.66341408
27,0.3,19,28,-90.51472268
27,0.4,19,14,-77.91358606
27,0.4,19,16,-80.33716653
27,0.4,19,18,-82.2648282
27,0.4,19,20,-83.80042266
27,0.4,19,22,-85.16882267
27,0.4,19,24,-86.33570135
27,0.4,19,26,-87.35167652
27,0.4,19,28,-88.28326944
27,0.5,19,14,-74.02730451
27,0.5,19,16,-77.13359255
27,0.5,19,18,-79.34948158
27,0.5,19,20,-81.15488642
27,0.5,19,22,-82.63689039
27,0.5,19,24,-83.9589907
27,0.5,19,26,-85.09496413
27,0.5,19,28,-86.08856616
27,0.6,19,14,-69.72548561
27,0.6,19,16,-73.54003958
27,0.6,19,18,-76.27027918
27,0.6,19,20,-78.53658243
27,0.6,19,22,-80.12463363
27,0.6,19,24,-81.55950809
27,0.6,19,26,-82.78575884
27,0.6,19,28,-83.87671251
27,0.7,19,14,-65.04099948
27,0.7,19,16,-69.66259709
27,0.7,19,18,-73.13678994
27,0.7,19,20,-75.64933487
27,0.7,19,22,-77.53950748
27,0.7,19,24,-79.10815207
27,0.7,19,26,-80.53470379
27,0.7,19,28,-81.74961607
27,0.8,19,14,-60.16349494
27,0.8,19,16,-65.45128722
27,0.8,19,18,-69.60544159
27,0.8,19,20,-72.62881664
27,0.8,19,22,-74.81778957
27,0.8,19,24,-76.65146468
27,0.8,19,26,-78.21920771
27,0.8,19,28,-79.56986753
27,0.9,19,14,-55.11886431
27,0.9,19,16,-61.05326379
27,0.9,19,18,-65.77901664
27,0.9,19,20,-69.42329901
27,0.9,19,22,-72.05616886
27,0.9,19,24,-74.14869795
27,0.9,19,26,-75.8763224
27,0.9,19,28,-77.34384995
27,1,19,14,-49.7717284
27,1,19,16,-56.62684343
27,1,19,18,-61.76907115
27,1,19,20,-65.99168241
27,1,19,22,-69.12350427
27,1,19,24,-71.57741892
27,1,19,26,-73.51584724
27,1,19,28,-75.12472109
27,0.3,20,14,-82.53227105
27,0.3,20,16,-84.44894741
27,0.3,20,18,-86.07770631
27,0.3,20,20,-87.39570787
27,0.3,20,22,-88.63483466
27,0.3,20,24,-89.66401778
27,0.3,20,26,-90.59730294
27,0.3,20,28,-91.54094149
27,0.4,20,14,-79.19150782
27,0.4,20,16,-81.53018252
27,0.4,20,18,-83.34905118
27,0.4,20,20,-84.85466036
27,0.4,20,22,-86.17686867
27,0.4,20,24,-87.3752024
27,0.4,20,26,-88.37497328
27,0.4,20,28,-89.32683294
27,0.5,20,14,-75.60448389
27,0.5,20,16,-78.43281206
27,0.5,20,18,-80.60156324
27,0.5,20,20,-82.33967193
27,0.5,20,22,-83.74550725
27,0.5,20,24,-85.06190905
27,0.5,20,26,-86.12843428
27,0.5,20,28,-87.16416243
27,0.6,20,14,-71.58332414
27,0.6,20,16,-75.13344796
27,0.6,20,18,-77.72731065
27,0.6,20,20,-79.70955392
27,0.6,20,22,-81.31150268
27,0.6,20,24,-82.73928144
27,0.6,20,26,-83.91188734
27,0.6,20,28,-85.02882425
27,0.7,20,14,-67.19889037
27,0.7,20,16,-71.56575433
27,0.7,20,18,-74.69381854
27,0.7,20,20,-77.05027121
27,0.7,20,22,-78.85913062
27,0.7,20,24,-80.34610212
27,0.7,20,26,-81.77787537
27,0.7,20,28,-82.94204137
27,0.8,20,14,-62.51549901
27,0.8,20,16,-67.6500166
27,0.8,20,18,-71.46343259
27,0.8,20,20,-74.22393809
27,0.8,20,22,-76.32930188
27,0.8,20,24,-78.03032944
27,0.8,20,26,-79.5288494
27,0.8,20,28,-80.81950968
27,0.9,20,14,-57.74121852
27,0.9,20,16,-63.45129929
27,0.9,20,18,-67.95718102
27,0.9,20,20,-71.2797322
27,0.9,20,22,-73.71860861
27,0.9,20,24,-75.6700836
27,0.9,20,26,-77.28434359
27,0.9,20,28,-78.69064932
27,1,20,14,-52.75450833
27,1,20,16,-59.17242946
27,1,20,18,-64.19573585
27,1,20,20,-68.13611898
27,1,20,22,-71.02483177
